what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1465524339815
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1465524345946
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1465524382869
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1465524421004
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1465524428132
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1465524444447
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1465524446402
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1465524454087
error,log,,,"Unhandled event loop exception",1465524458542
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jface"".",1465524460022
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1465524541662
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1465524541693
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1465524541693
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1465524545749
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1465524609759
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1465524611163
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1465524659287
activated,editor,com.roku.brightscript.plugin,1.0.0.201407311702,"com.roku.brightscript.ide.eclipse.core.editors.BrightScriptManifestEditor",1465524682657
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1465524704029
activated,editor,com.roku.brightscript.plugin,1.0.0.201407311702,"com.roku.brightscript.ide.eclipse.core.editors.brs.BrightScriptEditor",1465524704840
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'roString'",1465524708352
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'CreateObject'",1465524729622
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'AddHeader'",1465524749951
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'ClearMessage'",1465524754600
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'Close'",1465524754865
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'GetContentList'",1465524755130
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'GetMessagePort'",1465524755364
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'InitClientCertificates'",1465524755645
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'SetAdDisplayMode'",1465524755910
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'SetAdSelectable'",1465524756097
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'SetAdURL'",1465524756378
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1465524762493
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'AddReplace'",1465524770878
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'AddReplace'",1465524781691
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'AddReplace'",1465524784421
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1465524786652
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1465524797587
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'roString'",1465524801458
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'CreateObject'",1465524802815
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'CreateObject'",1465524810212
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'roString'",1465524811881
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1465524827980
executed,command,org.eclipse.dltk.ui,2.0.0.v20100909-1720,"org.eclipse.dltk.ui.edit.text.script.open.type.hierarchy",1465524838920
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'roString'",1465524856485
activated,editor,com.roku.brightscript.plugin,1.0.0.201407311702,"com.roku.brightscript.ide.eclipse.core.editors.brs.BrightScriptEditor",1465524857764
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1465524867157
activated,editor,com.roku.brightscript.plugin,1.0.0.201407311702,"com.roku.brightscript.ide.eclipse.core.editors.brs.BrightScriptEditor",1465524870168
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'CreateObject'",1465524873179
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'roString'",1465524884161
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'roString'",1465524891308
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1465524892057
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1465524892150
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1465524893445
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'AddReplace'",1465524901809
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'roString'",1465524902901
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'AddReplace'",1465524909406
opened,editor,com.roku.brightscript.plugin,1.0.0.201407311702,"com.roku.brightscript.ide.eclipse.core.editors.brs.BrightScriptEditor",1465524943184
activated,editor,com.roku.brightscript.plugin,1.0.0.201407311702,"com.roku.brightscript.ide.eclipse.core.editors.brs.BrightScriptEditor",1465524943215
executed,command,org.eclipse.dltk.ui,2.0.0.v20100909-1720,"org.eclipse.dltk.ui.edit.text.script.open.editor",1465524943215
error,log,,,"throwable: globals [in builtins [in #special#brightscript_types# [in test]]] does not exist",1465524946288
error,log,,,"throwable: globals [in builtins [in #special#brightscript_types# [in test]]] does not exist",1465524946288
error,log,,,"throwable: globals [in builtins [in #special#brightscript_types# [in test]]] does not exist",1465524946288
error,log,,,"throwable: globals [in builtins [in #special#brightscript_types# [in test]]] does not exist",1465524949706
error,log,,,"throwable: globals [in builtins [in #special#brightscript_types# [in test]]] does not exist",1465524949706
error,log,,,"throwable: globals [in builtins [in #special#brightscript_types# [in test]]] does not exist",1465524949706
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1465524953248
activated,editor,com.roku.brightscript.plugin,1.0.0.201407311702,"com.roku.brightscript.ide.eclipse.core.editors.brs.BrightScriptEditor",1465524964638
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1465524966213
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'roString'",1465524970956
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'roString'",1465524974980
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'roString'",1465524979567
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1465524980395
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1465524980676
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1465524980692
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1465524985746
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1465524990834
activated,editor,com.roku.brightscript.plugin,1.0.0.201407311702,"com.roku.brightscript.ide.eclipse.core.editors.brs.BrightScriptEditor",1465525001754
opened,editor,com.roku.brightscript.plugin,1.0.0.201407311702,"com.roku.brightscript.ide.eclipse.core.editors.brs.BrightScriptEditor",1465525019446
activated,editor,com.roku.brightscript.plugin,1.0.0.201407311702,"com.roku.brightscript.ide.eclipse.core.editors.brs.BrightScriptEditor",1465525019477
executed,command,org.eclipse.dltk.ui,2.0.0.v20100909-1720,"org.eclipse.dltk.ui.edit.text.script.open.editor",1465525019493
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1465525027092
activated,editor,com.roku.brightscript.plugin,1.0.0.201407311702,"com.roku.brightscript.ide.eclipse.core.editors.brs.BrightScriptEditor",1465525032458
activated,editor,com.roku.brightscript.plugin,1.0.0.201407311702,"com.roku.brightscript.ide.eclipse.core.editors.brs.BrightScriptEditor",1465525032490
closed,editor,com.roku.brightscript.plugin,1.0.0.201407311702,"com.roku.brightscript.ide.eclipse.core.editors.brs.BrightScriptEditor",1465525032490
error,log,,,"throwable: Couldn't retrieve the explicit source declaration line for member named: 'roString'",1465525034814
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1465525047670
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1465525047701
started,bundle,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui",1465525047717
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1465525047748
started,bundle,org.eclipse.jst.jee,1.0.302.v201101122300,"org.eclipse.jst.jee",1465525047748
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1465525047764
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1465525049043
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1465525052415
activated,editor,com.roku.brightscript.plugin,1.0.0.201407311702,"com.roku.brightscript.ide.eclipse.core.editors.BrightScriptManifestEditor",1465525055503
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1465525068124
started,bundle,org.eclipse.equinox.p2.ui,2.0.0.v20100518,"org.eclipse.equinox.p2.ui",1465525068124
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.update",1465525068966
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100906-1425,"org.eclipse.ecf.filetransfer",1465525068982
started,bundle,org.eclipse.ecf.identity,3.1.0.v20100906-1425,"org.eclipse.ecf.identity",1465525069013
started,bundle,org.eclipse.ecf,3.1.0.v20100906-1425,"org.eclipse.ecf",1465525069028
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer.httpclient",1465525069044
started,bundle,org.eclipse.ecf.provider.filetransfer,3.1.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer",1465525069044
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1465525069262
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.0.v20100518,"org.eclipse.equinox.p2.extensionlocation",1465525071246
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.201.R36x_v20100823,"org.eclipse.equinox.p2.updatesite",1465525072057
started,bundle,org.eclipse.equinox.p2.publisher,1.1.2.v20100824-2220,"org.eclipse.equinox.p2.publisher",1465525072057
started,bundle,org.eclipse.equinox.p2.director,2.0.3.R36x_v20101117-1018,"org.eclipse.equinox.p2.director",1465525090404
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20100503,"org.eclipse.equinox.p2.garbagecollector",1465525090420
error,log,,,"Unhandled event loop exception",1465525090451
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1465525100685
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1465525102403
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1465525105257
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1465525106724
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1465525112456
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1465525148581
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.1.R36x_v20100901,"org.eclipse.equinox.p2.artifact.repository",1465525160297
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.3.R36x_v20101202,"org.eclipse.equinox.p2.touchpoint.eclipse",1465525160343
error,log,,,"Operation details",1465525163635
error,log,,,"Operation details",1465525163651
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1465525177300
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.install",1465525177347
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1465525180670
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1465525760431
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1465525764659
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1465525764769
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1465525765180
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1465525765180
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1465525765180
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1465525765180
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1465525765196
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1465525765196
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1465525765196
